No,Intencao,Pergunta,Resposta
99,Consultas e informações gerais,Boa tarde!!!qto ta taxa de remessa??e como eu faço pra mandar?,Boa tarde! Taxa de envio para o Brasil: Remessas até ¥30.000 taxa ¥880 De ¥30.001~¥300.000 taxa ¥1.480 De ¥300.001~¥800.000 taxa ¥1.680
100,Consultas e informações gerais,Boa tare ? Gostaria d saber quanto chega y15.000 em real incluindo já a taxa? Fiz o depósito hj muito obrigada! Uma excelente semana para vocês também muito abençoada!,"Boa tarde! O beneficiário recebeu o valor de R$457,57.  Qualquer dúvida estamos à disposição. Obrigado."
101,Consultas e informações gerais,"68.000 ¥ com taxa de envio incluso, quanto é em reais?",68000 ienes : R$2171 incluindo a taxa de remessa na cotação de hoje.
102,Cartões e solicitações,Ola gostaria saber como faço para adquirir um cartão de remessa,Para solicitar novo cartão: Menu -> Instruções de depósito -> Saiba mais e solicite Qualquer dúvida estamos à disposição. Obrigado.
103,Consultas e informações gerais,¥50.000 paga quanto de pra mandar,50000 ienes : R$1584 incluindo a taxa de remessa na cotação de hoje
104,Consultas sobre prazos,Quanto tempo levará para o beneficiário receber o dinheiro?,"Bom dia A maioria dos pagamentos estão sendo feitos via PIX. Os pagamentos feitos via PIX, geralmente são pagos no mesmo dia do envio da remessa, porém quando o PIX não for possível, o banco vai pagar via TED que nesse caso somente durtante o expediente bancário no Brasil. Qualquer dúvida estamos à disposição."
105,Gerenciamento de cadastro e documentos,Boa noite estou tentando scanear a foto do meu documento + não estou conseguindo vcs poderiam me ajudar?,"Bom dia,  Temos vídeos que ajudam os clientes a fazerem as inscrições.  Com aparelhos de celulares com o novo sistema NFC e para aparelhos que não possuem o sistema NFC. -Com o sistema NFC: https://www.youtube.com/watch?v=U_jAVo2qYt4 -Sem o sistema NFC: https://www.youtube.com/watch?v=tc8yeWvQdlw&t=143s Qualquer dúvida estamos à disposição. Obrigado."
106,Transações e envios,Poderia me informar se e possivel realizar deposito nos caixas eletronico de conveniences,"Bom dia, No ATM do correio ou no verde do FamilyMart. Qualquer dúvida estamos à disposição. Obrigado."
107,Consultas e informações gerais,Olá! Tudo bem gostaria fazer cadastro,"Bom dia,  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h "
108,Consultas e informações gerais,"Bom dia, gostaria de saber quanto em yens eu preciso para chegar 120reais no Brasil incluso a taxa da Brastel obrigada LLLL","R$120,00 ----> ¥4,571 com taxa inclusa. Lembrando que a cotacao mudará às 10h40 am Qualquer dúvida estamos à disposição.  Obrigada"
109,Problemas e suporte,Será que tem como volta o dinheiro pra minha conta ?,É possível solicitar o reembolso diretamente do app. Atente para a regra de que deverá requisitar o valor total do saldo do seu app. Será cobrada uma taxa fixa de 750 e somente serão aceitas contas de bancos japoneses. Siga o passo a passo abaixo: 1-entre no seu aplicativo 2-Clicar nas 3 linhas no canto esquerdo do App da Brastel. 3-minha conta 4-Reembolso Tenha em mãos a caderneta bancária. Qualquer dúvida estamos à disposição.
110,Problemas e suporte,Demora pra cair o dinheiro?,o reembolso é processado no dia seguinte
111,Consultas e informações gerais,"Bom dia, quanto da 55.000 yenes no Brasil hj?","Bom dia R$1,742.17 com taxa inclusa"
112,Gerenciamento de cadastro e documentos,Olá meu nome é AAAAA ontem fiz o cadastro do plicativo pra remessa de dinheiro. E está pedindo cópia do RG do japão. Por onde devo enviar,"Basta ir em:  Menu > Minha conta > perfil Ai vai estar escrito la em bairo "" registrar my number """
113,Cartões e solicitações,Gostaria de obter o cartão para de depósito na conta do correio,"Bom dia,  Infelizmente o seu cadastro foi cancelado devido ao não uso por mais de 2 anos.  Pedimos que, por gentileza, faça outra inscrição através do nosso aplicativo Qualquer dúvida estamos à disposição. Obrigado."
114,Consultas e informações gerais,Como posso me inscrever no serviço de remessa?,"Boa tarde, Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h"
115,Consultas e informações gerais,Boa tarde fiz um depósito de 125mil transferir pra PPP SSS NNN Itaú conta corrente QuL valor que vai ser depositado?,Boa tarde Será enviado BRL4020
116,Consultas e informações gerais,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h"
117,Transações e envios,Como enviar dinheiro do Japão?,"Para fazer o depósito, você pode solicitar um cartão de depósito ou poderá fazer a transferência direto da sua conta do correio. O passo a passo para ambos os depósitos estarão disponíveis no seu aplicativo."
118,Consultas sobre prazos,Quanto tempo levará para o beneficiário receber o dinheiro?,"Via de regra, as remessas serão pagas via PIX dentro de algumas horas, se todos os dados estiverem corretos."
119,Consultas e informações gerais,Eu gostaria de fazer cadastro para remessa para brasil fazer cartão de remessd,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
120,Consultas e informações gerais,300 reais da que yens,"Bom dia R$300,00 ----> ¥10,024 taxa inclusa. Lembrando que a cotacao pode mudar as 10:40 am "
121,Consultas e informações gerais,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
122,Consultas e informações gerais,Boa tarde quanto tá chegando no Brasil hoje 250000yenes?,"Boa tarde! ¥250,000 = BRL 8,102.33 com taxa de envio incluída"
123,Consultas sobre prazos,Quanto tempo levará para o beneficiário receber o dinheiro?,"A maioria dos pagamentos estão sendo feitos via PIX. Os pagamentos feitos via PIX, geralmente são pagos no mesmo dia do envio da remessa, porém quando o PIX não for possível, o banco vai pagar via TED que nesse caso somente durtante o expediente bancário no Brasil. Qualquer dúvida estamos à disposição."
124,Gerenciamento de cadastro e documentos,Boa noite não consigo fazer meu cadastro quando chega na hora de tirar a goto do verso do meu documento Foto Nao bate ,"Bom dia,  Temos vídeos que ajudam os clientes a fazerem as inscrições.  Com aparelhos de celulares com o novo sistema NFC e para aparelhos que não possuem o sistema NFC. - Com o sistema NFC: https://www.youtube.com/watch?v=U_jAVo2qYt4 - Sem o sistema NFC: https://www.youtube.com/watch?v=tc8yeWvQdlw&t=143s Qualquer dúvida estamos à disposição. Obrigado."
125,Consultas e informações gerais,"Fiz um deposito de ¥5,000 Qual o valor em reais ?  Obrigada","Bom dia R$ 134,00 "
126,Consultas e informações gerais,"Ola bom dia 320,00 sao quantos yenes hoje","Hoje, para 320 reais = ¥10,668 ja com o valor da taxa de remessa incluido."
127,Consultas e informações gerais,Como enviar dinheiro do Japão?,"Boa tarde. Sera necessario efetuar a inscricao pelo app Brastel Remit. Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h "
128,Consultas sobre prazos,Quanto tempo levará para o beneficiário receber o dinheiro?,"Normalmente, demora de 1 a 3 dias. Porem, quando possivel, sera feito o pagamento via PIX."
129,Consultas e informações gerais,Boa tarde 500 reais na cotação de hoje quando seria em yen por favor,"Boa tarde Para ser enviado BRL 500, deve ser depositado ¥16,171, já com a taxa de remessa inclusa"
130,Gerenciamento de cadastro e documentos,Boa tarde Estou desde ontem tentando fazer o cadastro com vcs Porém não estou conseguindo. Quando chega no momento da foto aparece uma observação e não segue,"Bom dia,  Temos vídeos que ajudam os clientes a fazerem as inscrições.  Com aparelhos de celulares com o novo sistema NFC e para aparelhos que não possuem o sistema NFC. - Com o sistema NFC: https://www.youtube.com/watch?v=U_jAVo2qYt4 - Sem o sistema NFC: https://www.youtube.com/watch?v=tc8yeWvQdlw&t=143s Qualquer dúvida estamos à disposição. Obrigado."
131,Consultas e informações gerais,Como enviar dinheiro do Japão?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
132,Consultas e informações gerais,Como. Eu. Faço. Pra. Casdrra. No. Aplicativo para smartphones do servico de remessas?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
133,Gerenciamento de cadastro e documentos,Como faso pra corrigor este erro,"lantão Especial  Bom dia No seu app Barstel Remit, click em Menu >> Beneficiarios >> Escolha o beneficiario (click) >> EDITAR >>Faca as correcoes/atualizacoes e click em Proximo (se nao aparecer esse botao, click levente em qualquer lugar da sua tela e o botao ira aparecer) >> Va clicando no proximo ate apararecer SALVAR.  Qualquer dúvida estamos à disposição.  Obrigado"
134,Consultas e informações gerais,Bom dia 25mil da que valor hoje ?? Se manda,"Plantão Especial  Bom dia ¥25,000--->R$792.78 com taxa inclusa. Lembrando que a cotacao pode mudar as 10:40 am Qualquer dúvida estamos à disposição.  Obrigado"
135,Consultas sobre prazos,Olá quando vou receber a segunda via do cartão verde do yucho?,"Foi requisitado um novo YUCHO card ao senhor, que deve chegar dentro de 3 a 4 dias úteis, a partir de segunda-feira. Qualquer dúvida estamos à disposição. Obrigado."
136,Consultas e informações gerais,Boa tarde fiz um depósito de 23mil transferir pra Priscilla Silva Nunes Itaú conta corrente Por favor E qual valorais vai depositar Por favor,Boa tarde! Vai chegar R$727 ok? incluindo as taxas de remessa na cotação de hoje
137,Transações e envios,Como enviar dinheiro do Japão?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
138,Transações e envios,Como enviar dinheiro do Japão?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
